record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_automation_impact,ai_replacement_risk,open_roles,hiring_trend,remote_jobs_percentage,top_hiring_role,stock_growth_percent,revenue_growth_percent,salary_budget_change,ai_adoption_level,employee_sentiment,job_security_score,market_condition
T9097,Stripe,E-Commerce,Germany,Big Tech,Oct,2024,3951,12.8,Restructuring,8.1,4.0,4731,Hiring Freeze,78.5,Frontend Developer,70.8,6.0,-2.1,5.4,4.5,6.9,Stable
T9098,Intel,Cybersecurity,Singapore,Startup,Aug,2025,370,7.9,Market Slowdown,5.4,10.0,2331,Hiring Freeze,29.0,ML Engineer,-25.3,-11.6,0.2,8.9,5.0,4.5,Bull Market
T9099,Oracle,Cybersecurity,UK,Mid-size,Jun,2025,2640,5.6,Restructuring,10.2,8.2,5064,Moderate Hiring,36.9,Cloud Engineer,32.2,40.9,12.3,6.4,7.8,7.4,Stable
T9100,Airbnb,FinTech,UK,Big Tech,Jan,2024,13322,39.9,AI Automation,10.7,10.0,719,Downsizing,72.7,ML Engineer,83.4,-18.7,-10.5,6.3,1.7,1.0,Recession
T9101,Uber,E-Commerce,Singapore,Big Tech,Jun,2024,5408,31.7,Overhiring Correction,9.4,10.0,1419,Hiring Freeze,51.5,Product Manager,-33.3,43.9,18.1,6.4,5.1,5.1,Recession
T9102,Amazon,Cloud,Germany,Mid-size,Mar,2024,15067,35.7,Market Slowdown,6.1,10.0,1337,Downsizing,12.9,Cloud Engineer,24.0,14.1,-5.0,4.5,4.7,2.4,Recession
T9103,Oracle,Social Media,UK,Mid-size,Feb,2026,6222,8.7,Restructuring,5.3,7.0,1363,Hiring Freeze,87.8,ML Engineer,13.4,58.0,20.5,3.8,9.5,6.8,Stable
T9104,Meta,FinTech,Germany,Mid-size,Aug,2026,5063,10.6,Overhiring Correction,7.6,4.8,2432,Hiring Freeze,73.2,DevOps Engineer,-38.8,-24.0,-2.1,5.6,7.2,4.9,Stable
T9105,Uber,AI,USA,Mid-size,Apr,2024,3261,34.3,Market Slowdown,7.0,10.0,9076,Moderate Hiring,86.0,ML Engineer,-12.3,-12.5,-22.3,4.8,4.6,2.8,Recession
T9106,Uber,Cloud,USA,Big Tech,Dec,2024,3843,8.3,AI Automation,4.1,10.0,4840,Moderate Hiring,42.1,Software Engineer,-35.8,-6.1,4.9,6.8,6.9,5.1,Stable
T9107,Apple,AI,UK,Mid-size,Sep,2026,2036,6.6,Market Slowdown,8.2,6.7,1849,Hiring Freeze,86.0,ML Engineer,0.2,-19.9,-4.1,6.3,6.2,6.0,Bull Market
T9108,Meta,Gaming,Canada,Enterprise,Jan,2025,3777,9.4,Cost Cutting,5.4,7.3,571,Hiring Freeze,53.1,Cybersecurity Analyst,-13.9,8.0,10.3,5.4,7.8,4.9,Stable
T9109,OpenAI,AI,Canada,Startup,Apr,2024,511,7.6,Overhiring Correction,5.2,8.4,5817,Moderate Hiring,14.2,Data Scientist,-18.0,11.5,14.0,8.3,8.0,5.7,Bull Market
T9110,Palantir,FinTech,UK,Enterprise,Jul,2025,4383,29.1,Restructuring,3.5,5.9,192,Downsizing,27.1,Software Engineer,-3.7,38.2,5.6,2.4,4.6,5.9,Recession
T9111,NVIDIA,FinTech,Singapore,Big Tech,Nov,2026,517,6.0,Restructuring,8.0,3.2,484,Hiring Freeze,44.5,Software Engineer,47.2,1.6,-1.7,5.7,7.7,7.8,Bull Market
T9112,Salesforce,AI,Germany,Enterprise,Jul,2025,1565,8.5,Market Slowdown,1.8,3.0,3314,Hiring Freeze,25.3,ML Engineer,35.9,55.8,24.3,2.0,9.5,8.9,Bull Market
T9113,OpenAI,Gaming,India,Big Tech,Mar,2026,1414,8.7,AI Automation,5.7,10.0,1164,Hiring Freeze,84.2,Cloud Engineer,-3.2,32.6,7.3,7.8,8.4,5.4,Bull Market
T9114,Adobe,AI,UK,Mid-size,Aug,2026,8,2.2,Restructuring,1.2,1.0,4835,Hiring Freeze,80.4,Data Scientist,43.0,37.4,7.6,1.0,6.4,9.5,Bull Market
T9115,Meta,Gaming,USA,Startup,May,2025,4104,22.2,AI Automation,3.7,7.0,340,Downsizing,76.2,Cybersecurity Analyst,-4.1,18.1,-2.2,2.4,7.2,5.7,Recession
T9116,Oracle,Social Media,Canada,Mid-size,Jul,2024,5235,8.5,Cost Cutting,7.9,8.8,1620,Hiring Freeze,37.9,DevOps Engineer,72.4,40.6,17.8,8.3,5.9,6.5,Stable
T9117,Anthropic,Gaming,Singapore,Startup,Jun,2025,1928,4.8,Cost Cutting,1.9,4.6,2681,Hiring Freeze,34.2,Product Manager,82.9,39.2,20.0,1.5,7.4,8.2,Bull Market
T9118,Uber,E-Commerce,USA,Big Tech,Apr,2025,1618,8.2,Restructuring,5.3,3.0,5217,Moderate Hiring,20.2,Software Engineer,70.7,41.8,17.2,5.4,8.1,7.4,Bull Market
T9119,Meta,Cloud,Singapore,Startup,Jan,2025,12608,15.0,Cost Cutting,15.2,10.0,118,Hiring Freeze,78.6,DevOps Engineer,-21.0,-4.0,-7.9,9.4,5.0,3.9,Recession
T9120,OpenAI,Cloud,Germany,Big Tech,Apr,2024,6681,37.2,Restructuring,7.1,10.0,240,Downsizing,68.2,Software Engineer,81.9,55.8,15.9,6.6,5.1,3.8,Recession
T9121,Databricks,Social Media,Germany,Big Tech,Dec,2026,2354,5.3,AI Automation,3.8,3.2,5663,Moderate Hiring,33.0,DevOps Engineer,-36.5,18.8,4.9,3.6,8.4,8.3,Bull Market
T9122,Spotify,E-Commerce,Singapore,Big Tech,Jun,2025,1768,0.6,Overhiring Correction,2.8,1.0,302,Hiring Freeze,16.9,Software Engineer,-6.3,22.3,11.0,2.0,9.6,9.1,Bull Market
T9123,Airbnb,Social Media,USA,Enterprise,May,2025,11735,18.4,Overhiring Correction,4.7,5.2,1301,Downsizing,18.1,Product Manager,32.0,4.7,-10.4,3.1,4.6,6.1,Recession
T9124,Databricks,AI,Singapore,Big Tech,Oct,2024,104,5.6,Cost Cutting,3.1,2.9,4230,Moderate Hiring,69.8,Data Scientist,-16.5,10.8,3.8,4.0,8.5,6.2,Bull Market
T9125,Palantir,E-Commerce,Canada,Mid-size,Mar,2025,3196,14.5,Market Slowdown,7.4,10.0,1834,Hiring Freeze,63.2,ML Engineer,43.0,-10.3,1.5,9.4,5.7,4.1,Stable
T9126,Salesforce,E-Commerce,UK,Startup,Dec,2025,1530,29.3,AI Automation,1.8,6.8,100,Downsizing,49.0,Cloud Engineer,17.5,10.0,-3.7,1.6,3.6,3.6,Recession
T9127,Anthropic,Social Media,Canada,Startup,Jan,2024,6402,18.0,Restructuring,2.6,4.5,2377,Hiring Freeze,58.1,Frontend Developer,32.1,-10.8,-12.5,1.9,6.1,4.1,Stable
T9128,Airbnb,FinTech,USA,Startup,Feb,2025,12730,25.5,Overhiring Correction,4.4,10.0,152,Hiring Freeze,52.5,Frontend Developer,16.9,58.9,9.9,7.2,6.1,6.0,Recession
T9129,Uber,AI,India,Mid-size,Apr,2025,1928,8.3,Market Slowdown,3.4,4.2,6180,Moderate Hiring,73.4,Data Scientist,77.9,51.9,26.6,2.5,7.3,7.7,Bull Market
T9130,Netflix,Cybersecurity,USA,Enterprise,Apr,2024,15689,8.8,Restructuring,12.2,8.3,565,Moderate Hiring,50.4,Product Manager,38.5,42.7,12.6,9.3,6.8,6.0,Recession
T9131,Spotify,FinTech,UK,Enterprise,Jul,2025,16299,33.4,Overhiring Correction,10.2,9.1,1794,Hiring Freeze,40.6,Data Scientist,-22.9,15.4,-8.1,7.3,5.9,3.8,Recession
T9132,Spotify,E-Commerce,USA,Enterprise,Sep,2024,2070,7.2,Market Slowdown,12.8,10.0,939,Moderate Hiring,65.4,Frontend Developer,-39.1,-8.1,8.6,9.7,5.2,5.8,Bull Market
T9133,Databricks,AI,UK,Big Tech,Nov,2024,861,9.1,Restructuring,2.1,3.0,8516,Moderate Hiring,31.9,Data Scientist,77.2,-8.3,-4.2,2.8,4.6,6.1,Stable
T9134,Stripe,FinTech,Canada,Startup,Jul,2024,2572,4.6,Overhiring Correction,2.5,2.3,3120,Hiring Freeze,89.0,Software Engineer,-18.1,-22.7,-15.2,2.8,6.3,7.1,Stable
T9135,Microsoft,Cloud,UK,Big Tech,Jan,2024,1106,2.4,Overhiring Correction,0.8,1.8,2973,Hiring Freeze,88.4,Frontend Developer,5.9,23.9,10.5,1.0,5.7,7.8,Bull Market
T9136,Anthropic,Social Media,India,Mid-size,Feb,2025,6132,3.0,Restructuring,6.7,10.0,1050,Hiring Freeze,76.6,DevOps Engineer,-1.7,41.8,22.7,6.5,6.5,7.3,Stable
T9137,Meta,E-Commerce,Germany,Enterprise,Jun,2024,13130,9.9,AI Automation,6.4,5.3,1777,Hiring Freeze,35.6,Frontend Developer,57.5,-0.2,7.6,7.4,5.6,6.4,Recession
T9138,Google,Cloud,USA,Big Tech,Dec,2025,5816,25.7,Market Slowdown,3.2,9.5,412,Downsizing,30.1,DevOps Engineer,63.8,7.4,2.2,2.9,5.7,3.0,Recession
T9139,SAP,AI,Singapore,Enterprise,Nov,2024,7982,28.5,AI Automation,9.2,10.0,8739,Moderate Hiring,65.9,Data Scientist,-7.1,24.9,13.0,5.9,4.4,3.4,Recession
T9140,NVIDIA,FinTech,Germany,Startup,Jul,2025,889,0.4,Cost Cutting,9.3,3.8,2575,Moderate Hiring,68.7,Cloud Engineer,13.8,6.0,-4.4,5.6,7.3,7.2,Bull Market
T9141,Salesforce,E-Commerce,Canada,Enterprise,Jun,2024,1776,9.1,Restructuring,2.0,2.8,4053,Hiring Freeze,27.9,ML Engineer,7.8,29.8,14.7,2.2,5.6,6.7,Bull Market
T9142,Apple,Cybersecurity,Singapore,Startup,Feb,2025,2228,2.1,Cost Cutting,1.7,1.0,3547,Hiring Freeze,35.9,Frontend Developer,89.3,0.0,-8.4,1.1,8.7,7.0,Bull Market
T9143,Apple,Gaming,Canada,Enterprise,Jul,2026,5583,2.6,Restructuring,8.8,4.5,1183,Moderate Hiring,21.3,Cloud Engineer,77.2,2.7,9.0,6.8,5.5,7.9,Stable
T9144,Anthropic,FinTech,USA,Mid-size,Oct,2025,1334,1.9,Overhiring Correction,6.5,9.3,1112,Moderate Hiring,62.9,Data Scientist,-8.0,40.7,11.5,7.3,9.7,6.2,Stable
T9145,Google,Social Media,UK,Enterprise,Apr,2025,5828,31.6,Overhiring Correction,1.6,5.4,1645,Downsizing,66.3,Frontend Developer,-42.2,4.3,-13.3,1.1,5.2,4.8,Recession
T9146,Meta,Gaming,USA,Mid-size,Oct,2024,4981,15.7,Restructuring,3.4,6.7,1031,Hiring Freeze,57.5,ML Engineer,-7.1,43.9,8.8,3.7,6.1,6.2,Stable
T9147,Microsoft,FinTech,USA,Startup,Mar,2026,2338,8.9,AI Automation,11.5,7.3,1655,Moderate Hiring,57.0,Data Scientist,76.2,-7.5,-0.5,8.5,7.8,5.4,Bull Market
T9148,Intel,Cybersecurity,Canada,Enterprise,Jul,2026,2456,9.6,Cost Cutting,2.5,7.1,3740,Hiring Freeze,72.4,Product Manager,31.7,32.4,12.3,3.6,6.4,7.1,Bull Market
T9149,NVIDIA,Social Media,Singapore,Mid-size,Dec,2025,696,2.6,Overhiring Correction,7.4,4.0,4851,Moderate Hiring,60.3,Product Manager,46.3,-2.5,0.6,5.8,5.8,6.5,Bull Market
T9150,Spotify,E-Commerce,USA,Big Tech,Dec,2026,18411,30.8,Cost Cutting,8.2,10.0,755,Downsizing,46.1,Data Scientist,-7.0,-19.7,-17.2,7.6,4.6,2.8,Recession
T9151,Databricks,FinTech,India,Startup,Sep,2025,3448,23.6,Cost Cutting,3.6,10.0,266,Hiring Freeze,83.8,Product Manager,-25.5,11.5,5.5,5.9,6.2,4.4,Recession
T9152,Apple,Cloud,Canada,Mid-size,May,2024,2344,7.9,Cost Cutting,8.5,6.6,3681,Moderate Hiring,71.4,Data Scientist,30.4,49.1,13.7,6.5,6.6,7.2,Bull Market
T9153,Amazon,AI,UK,Enterprise,Nov,2026,6047,13.9,AI Automation,9.8,9.4,7582,Moderate Hiring,80.1,Data Scientist,58.9,-9.6,-5.8,7.1,6.5,4.2,Stable
T9154,Spotify,Gaming,Canada,Mid-size,Jan,2025,1162,5.5,AI Automation,1.8,3.6,658,Hiring Freeze,77.8,ML Engineer,56.9,37.9,9.8,1.7,6.2,8.9,Bull Market
T9155,Salesforce,Gaming,India,Enterprise,Dec,2024,6234,8.5,Overhiring Correction,11.6,9.1,1272,Hiring Freeze,33.9,Product Manager,58.9,-15.6,1.8,10.0,4.8,3.9,Stable
T9156,Spotify,FinTech,Singapore,Startup,Sep,2025,1295,1.3,Overhiring Correction,2.9,2.4,1925,Moderate Hiring,49.8,Product Manager,49.9,23.8,3.9,2.5,8.6,8.5,Bull Market
T9157,Anthropic,FinTech,India,Startup,May,2026,1971,2.5,AI Automation,7.6,8.2,3303,Moderate Hiring,41.1,DevOps Engineer,-32.1,9.8,3.0,9.6,6.3,5.4,Bull Market
T9158,Spotify,Cybersecurity,Germany,Big Tech,Aug,2024,5579,16.1,AI Automation,1.7,5.6,1119,Hiring Freeze,75.2,ML Engineer,-31.3,13.4,-8.2,1.3,5.5,5.9,Stable
T9159,Google,Cybersecurity,India,Startup,Jan,2025,1545,9.1,Overhiring Correction,7.0,6.7,5214,Moderate Hiring,65.4,DevOps Engineer,-11.7,-4.3,-5.4,5.7,6.8,5.9,Bull Market
T9160,Palantir,Cloud,India,Mid-size,Feb,2024,2722,12.8,Restructuring,8.4,8.4,3573,Hiring Freeze,23.9,Software Engineer,-14.5,16.3,1.6,6.4,8.4,5.8,Stable
T9161,Netflix,Gaming,Canada,Startup,Sep,2024,172,2.2,Restructuring,6.4,4.4,2420,Moderate Hiring,11.3,Frontend Developer,56.3,41.8,14.7,4.0,8.5,7.9,Bull Market
T9162,Airbnb,Cloud,Canada,Startup,Jun,2026,7598,8.3,AI Automation,1.3,2.2,300,Downsizing,36.7,DevOps Engineer,69.2,29.5,7.9,1.1,6.6,6.6,Recession
T9163,SAP,E-Commerce,India,Startup,Jul,2025,9884,9.0,Market Slowdown,8.6,10.0,1520,Moderate Hiring,81.3,Software Engineer,18.8,13.1,7.7,9.0,5.2,5.0,Recession
T9164,Meta,Social Media,UK,Big Tech,Apr,2025,1697,16.2,AI Automation,1.5,4.7,5263,Hiring Freeze,79.1,Cybersecurity Analyst,60.2,-13.0,-0.9,1.2,3.8,5.6,Stable
T9165,Meta,Gaming,India,Big Tech,Feb,2025,14795,19.2,AI Automation,6.1,7.5,1442,Hiring Freeze,80.8,DevOps Engineer,20.6,11.6,-5.1,4.9,6.6,5.0,Recession
T9166,SAP,Cloud,Germany,Big Tech,Nov,2026,3005,8.7,Overhiring Correction,11.4,9.5,586,Moderate Hiring,36.3,Product Manager,63.2,-8.0,6.8,8.3,5.8,4.9,Stable
T9167,Salesforce,FinTech,India,Startup,Feb,2024,17932,30.9,Overhiring Correction,2.6,7.9,262,Downsizing,50.9,Frontend Developer,-38.1,46.9,10.3,3.4,6.8,3.9,Recession
T9168,Oracle,Cybersecurity,Canada,Startup,Nov,2024,2481,11.2,Overhiring Correction,3.8,6.2,2208,Hiring Freeze,23.3,ML Engineer,27.1,-21.1,-16.9,2.3,4.2,5.2,Stable
T9169,Intel,Cybersecurity,India,Mid-size,May,2026,2149,8.6,Market Slowdown,4.0,7.2,2040,Hiring Freeze,57.3,Software Engineer,-43.5,5.0,7.1,2.4,7.3,5.1,Bull Market
T9170,Databricks,Cloud,India,Enterprise,Jul,2026,2831,11.5,AI Automation,1.4,4.6,2621,Hiring Freeze,78.3,DevOps Engineer,36.3,-4.6,-14.3,1.0,5.6,6.4,Stable
T9171,Oracle,Gaming,Germany,Startup,Aug,2024,1964,3.5,AI Automation,7.2,4.8,4674,Moderate Hiring,10.9,Cybersecurity Analyst,16.9,-21.5,-4.9,5.7,4.1,5.7,Bull Market
T9172,Amazon,Gaming,USA,Mid-size,Apr,2025,1842,0.4,Overhiring Correction,2.0,2.9,5375,Moderate Hiring,80.4,DevOps Engineer,-25.2,-2.0,-3.8,2.5,7.3,8.3,Bull Market
T9173,Oracle,E-Commerce,UK,Enterprise,Feb,2026,18099,22.3,Market Slowdown,4.0,5.8,1318,Downsizing,62.4,DevOps Engineer,-12.3,15.6,-2.7,2.7,3.7,4.2,Recession
T9174,Salesforce,E-Commerce,India,Startup,Feb,2026,267,6.6,Cost Cutting,6.7,5.8,474,Hiring Freeze,35.1,Cloud Engineer,17.7,18.7,9.0,5.9,7.8,6.5,Bull Market
T9175,Palantir,E-Commerce,UK,Startup,Aug,2026,2914,7.1,Cost Cutting,10.9,10.0,256,Hiring Freeze,42.4,Frontend Developer,-12.5,49.8,12.4,8.1,6.2,6.7,Stable
T9176,OpenAI,Cloud,Germany,Mid-size,Jul,2024,4928,9.4,Market Slowdown,2.6,6.0,5073,Moderate Hiring,37.5,Software Engineer,31.5,30.1,3.5,4.1,8.5,5.9,Stable
T9177,Databricks,Social Media,India,Startup,Dec,2025,2001,7.0,AI Automation,2.4,1.7,1590,Hiring Freeze,89.3,Data Scientist,-16.3,-11.1,-9.8,3.0,5.6,7.1,Bull Market
T9178,Meta,AI,Canada,Startup,Dec,2025,689,3.9,Overhiring Correction,5.9,10.0,3560,Moderate Hiring,25.3,ML Engineer,14.6,-13.0,-4.8,7.4,7.1,5.3,Bull Market
T9179,Oracle,AI,India,Startup,Apr,2025,1508,0.2,Overhiring Correction,7.7,10.0,5359,Moderate Hiring,67.6,ML Engineer,-42.3,-1.5,-0.0,8.1,5.5,6.5,Bull Market
T9180,Google,E-Commerce,Germany,Startup,Mar,2024,148,0.7,Market Slowdown,6.2,7.6,934,Hiring Freeze,60.4,Data Scientist,77.2,44.3,27.6,6.9,6.3,7.7,Bull Market
T9181,Salesforce,Gaming,Singapore,Mid-size,Oct,2025,14615,27.2,Overhiring Correction,1.2,5.0,1506,Downsizing,22.7,DevOps Engineer,73.6,49.9,17.0,1.2,6.5,5.7,Recession
T9182,NVIDIA,Cloud,Canada,Enterprise,Jun,2026,2485,1.2,Market Slowdown,1.7,1.0,817,Hiring Freeze,27.4,Product Manager,-32.0,-2.1,1.0,2.1,6.8,8.1,Stable
T9183,NVIDIA,Cybersecurity,USA,Big Tech,Apr,2026,4580,10.5,AI Automation,7.2,6.9,4098,Moderate Hiring,51.1,ML Engineer,6.3,-6.9,-4.3,9.6,4.7,4.5,Stable
T9184,Google,Cloud,Germany,Mid-size,Aug,2026,2015,2.7,Market Slowdown,9.3,10.0,3063,Aggressive Hiring,14.7,Product Manager,15.9,10.7,6.6,9.0,7.9,5.9,Stable
T9185,OpenAI,Gaming,USA,Startup,Dec,2026,4768,11.3,AI Automation,7.6,10.0,4934,Moderate Hiring,82.7,Data Scientist,-26.1,-5.3,2.9,9.8,6.7,5.7,Stable
T9186,SAP,E-Commerce,Canada,Mid-size,Sep,2024,1311,7.2,Restructuring,4.3,6.5,5023,Moderate Hiring,62.1,Frontend Developer,-15.3,9.4,-0.9,5.9,7.5,7.3,Bull Market
T9187,Amazon,FinTech,Singapore,Enterprise,Jun,2025,4298,5.1,Restructuring,2.6,3.6,5430,Moderate Hiring,88.8,Cloud Engineer,-19.8,-0.0,5.9,2.7,8.1,6.8,Stable
T9188,Intel,Cloud,USA,Startup,Jul,2025,1868,7.3,Overhiring Correction,7.2,5.4,1255,Hiring Freeze,27.8,ML Engineer,16.1,30.2,5.4,5.1,6.7,6.4,Bull Market
T9189,Databricks,Social Media,Germany,Enterprise,Jun,2025,1776,1.2,AI Automation,8.8,10.0,2198,Hiring Freeze,81.8,DevOps Engineer,46.5,35.3,18.2,5.8,9.4,6.9,Bull Market
T9190,Spotify,Cybersecurity,Canada,Startup,Jun,2024,946,6.0,Overhiring Correction,10.2,6.0,1442,Moderate Hiring,69.2,Cybersecurity Analyst,26.7,-9.7,-8.5,7.4,5.0,6.5,Bull Market
T9191,Microsoft,Social Media,Germany,Enterprise,Oct,2025,653,1.6,Market Slowdown,5.0,5.7,3180,Moderate Hiring,89.6,DevOps Engineer,48.0,43.8,25.5,4.2,7.9,7.8,Bull Market
T9192,SAP,FinTech,USA,Startup,Sep,2026,19658,21.7,Restructuring,3.7,6.1,1875,Downsizing,16.9,Cybersecurity Analyst,27.1,-21.1,-16.1,2.3,2.7,3.5,Recession
T9193,Oracle,Cybersecurity,UK,Mid-size,Jun,2025,3649,10.9,Market Slowdown,2.5,2.6,301,Downsizing,20.3,ML Engineer,88.9,-16.8,-11.5,2.5,7.0,5.3,Stable
T9194,Netflix,Gaming,Canada,Mid-size,May,2024,11477,38.7,Cost Cutting,1.1,9.9,1652,Downsizing,49.3,ML Engineer,28.2,40.9,-3.3,1.6,4.0,3.6,Recession
T9195,Uber,AI,Canada,Startup,Dec,2026,1848,9.0,Market Slowdown,2.3,2.6,3842,Hiring Freeze,81.9,ML Engineer,87.3,56.2,21.9,1.4,8.9,8.0,Bull Market
T9196,Uber,Cybersecurity,Germany,Startup,Jan,2024,3072,14.2,AI Automation,1.2,6.2,188,Hiring Freeze,32.5,Cybersecurity Analyst,77.9,-17.0,-15.5,1.5,4.7,4.3,Recession
T9197,Apple,Gaming,Singapore,Mid-size,Feb,2025,16956,26.9,Cost Cutting,3.3,8.1,448,Downsizing,37.8,Cloud Engineer,-18.8,27.6,11.8,2.3,6.0,4.4,Recession
T9198,Stripe,AI,USA,Enterprise,Aug,2025,2370,2.7,Market Slowdown,6.0,8.2,4571,Moderate Hiring,40.1,ML Engineer,61.6,46.6,22.4,5.3,8.0,7.8,Bull Market
T9199,Databricks,Social Media,USA,Mid-size,Mar,2025,4668,26.2,Overhiring Correction,1.5,8.9,1679,Downsizing,69.5,Product Manager,52.9,38.9,-1.3,1.3,7.8,4.0,Recession
T9200,Intel,Gaming,USA,Startup,Dec,2026,190,1.6,Restructuring,4.2,5.5,5494,Moderate Hiring,13.7,Frontend Developer,49.9,25.9,16.6,5.2,6.7,7.4,Bull Market
T9201,Google,Social Media,India,Enterprise,Feb,2025,14060,31.5,Overhiring Correction,8.5,10.0,1435,Hiring Freeze,46.9,Data Scientist,51.5,24.1,-6.6,6.0,5.4,3.2,Recession
T9202,Databricks,Cloud,UK,Big Tech,Aug,2025,1776,33.0,Cost Cutting,2.4,6.3,1747,Downsizing,12.4,DevOps Engineer,13.2,-24.8,-20.1,1.4,5.5,2.6,Recession
T9203,Databricks,E-Commerce,UK,Big Tech,Jan,2026,4326,8.0,Restructuring,3.9,6.3,5110,Hiring Freeze,21.1,Product Manager,46.9,7.1,12.0,3.5,6.8,5.3,Stable
T9204,Apple,AI,Singapore,Big Tech,Feb,2026,4026,21.8,Overhiring Correction,2.1,8.1,5547,Hiring Freeze,21.2,ML Engineer,-6.8,-24.7,-14.8,2.3,6.4,3.8,Recession
T9205,Apple,E-Commerce,Canada,Startup,Jul,2026,6442,39.4,Overhiring Correction,7.4,10.0,1514,Downsizing,78.5,Software Engineer,33.9,40.5,2.9,9.6,6.4,3.8,Recession
T9206,Spotify,Gaming,Germany,Enterprise,Apr,2025,1807,6.9,Market Slowdown,2.6,1.2,3627,Hiring Freeze,58.7,DevOps Engineer,-22.0,-2.6,-1.5,1.6,5.7,6.3,Bull Market
T9207,SAP,E-Commerce,India,Enterprise,Apr,2024,19475,26.6,AI Automation,3.7,10.0,1331,Hiring Freeze,30.8,DevOps Engineer,22.2,-8.5,-13.2,4.9,3.9,2.4,Recession
T9208,Amazon,Gaming,India,Enterprise,Jun,2026,2618,1.5,Restructuring,4.8,3.1,5598,Moderate Hiring,61.0,ML Engineer,1.6,-22.7,-2.1,5.8,6.2,6.9,Stable
T9209,OpenAI,FinTech,UK,Big Tech,Apr,2024,4762,8.9,Cost Cutting,10.0,9.0,2627,Moderate Hiring,61.0,Cloud Engineer,28.7,58.8,27.0,6.6,7.6,7.6,Stable
T9210,Netflix,Cybersecurity,USA,Enterprise,Apr,2025,5990,5.7,Overhiring Correction,1.5,3.5,4553,Hiring Freeze,81.5,Data Scientist,6.8,-9.2,0.4,1.1,5.2,5.6,Stable
T9211,Netflix,Cloud,India,Mid-size,Dec,2025,18176,34.6,Restructuring,14.0,10.0,1840,Hiring Freeze,63.1,Software Engineer,-42.8,26.5,-4.1,8.8,6.4,2.8,Recession
T9212,Google,Gaming,Canada,Enterprise,May,2024,2748,3.2,Restructuring,5.1,3.6,3914,Moderate Hiring,37.9,DevOps Engineer,39.3,19.7,1.6,3.6,7.6,7.2,Stable
T9213,Apple,FinTech,Canada,Startup,Sep,2025,19812,12.3,Overhiring Correction,13.3,10.0,1726,Moderate Hiring,21.5,Data Scientist,50.7,26.2,19.7,8.6,7.9,6.1,Recession
T9214,Databricks,Cybersecurity,Germany,Startup,Sep,2025,6185,11.1,Overhiring Correction,11.4,10.0,3352,Moderate Hiring,21.0,Software Engineer,40.9,-1.9,-4.0,8.8,6.9,4.4,Stable
T9215,Amazon,FinTech,Singapore,Mid-size,Dec,2024,815,17.0,AI Automation,3.6,7.9,2473,Hiring Freeze,29.7,DevOps Engineer,76.8,23.0,-2.6,4.8,7.0,4.8,Stable
T9216,Intel,Social Media,India,Big Tech,Aug,2026,4066,6.3,Cost Cutting,2.1,1.3,4598,Hiring Freeze,48.4,Software Engineer,-27.0,-9.2,-3.7,2.2,5.2,6.3,Stable
T9217,Oracle,AI,India,Mid-size,Jan,2025,960,3.5,Cost Cutting,5.7,8.1,1199,Hiring Freeze,18.6,Data Scientist,20.5,-20.2,-1.3,6.5,5.2,5.6,Bull Market
T9218,Netflix,Gaming,India,Mid-size,Nov,2026,6360,6.5,AI Automation,10.3,6.4,1900,Moderate Hiring,14.9,ML Engineer,-29.0,33.4,12.0,9.1,8.7,7.1,Stable
T9219,Stripe,Gaming,Germany,Startup,Apr,2024,1496,4.3,Restructuring,1.4,3.1,4933,Moderate Hiring,29.5,Data Scientist,-10.3,-18.2,-16.5,1.7,7.8,5.6,Bull Market
T9220,Airbnb,E-Commerce,Germany,Startup,Aug,2024,1300,25.4,Overhiring Correction,8.0,10.0,172,Hiring Freeze,22.6,Frontend Developer,-28.0,28.3,17.4,8.5,6.1,3.6,Recession
T9221,SAP,Cybersecurity,Germany,Big Tech,Jul,2024,12032,11.0,Restructuring,10.8,10.0,701,Moderate Hiring,79.0,Data Scientist,39.3,-17.6,-3.6,8.2,4.4,4.9,Recession
T9222,NVIDIA,E-Commerce,USA,Enterprise,Sep,2024,170,3.2,Restructuring,6.9,4.7,1431,Moderate Hiring,18.8,Frontend Developer,62.1,26.4,21.4,7.0,8.5,7.6,Bull Market
T9223,Intel,Cybersecurity,Germany,Startup,Apr,2024,833,6.2,AI Automation,7.1,9.8,696,Moderate Hiring,17.5,DevOps Engineer,46.6,-13.1,2.7,8.4,5.8,5.5,Bull Market
T9224,Apple,E-Commerce,USA,Mid-size,Feb,2026,2103,9.9,Restructuring,2.1,5.2,3669,Moderate Hiring,84.6,Cybersecurity Analyst,58.2,-12.9,-1.3,3.3,5.3,4.8,Bull Market
T9225,Google,Cybersecurity,Germany,Mid-size,Feb,2025,1731,7.5,Restructuring,11.3,10.0,3752,Moderate Hiring,57.0,Product Manager,-44.0,29.1,20.0,7.3,8.9,6.5,Stable
T9226,Uber,Gaming,UK,Mid-size,Mar,2025,16612,22.1,Restructuring,7.9,7.9,783,Hiring Freeze,58.7,Cloud Engineer,77.0,30.5,-1.4,5.1,6.3,4.3,Recession
T9227,Anthropic,E-Commerce,Singapore,Startup,Jan,2025,3206,9.2,Market Slowdown,13.4,10.0,844,Hiring Freeze,54.2,Cloud Engineer,20.6,-7.8,-0.3,9.9,5.7,4.6,Stable
